projectName,seed,assertions,generationAlgorithm,initialize gardener,initialize flower,initialize cactus,cactus move,passed,failed,error,skip,totalBlocks,coveredBlocks,coverage,duration
1-Garten.sb3,1687694353841,11,None,pass,pass,pass,fail,3,1,0,0,57,52,0.91,2.464
