projectName,seed,assertions,generationAlgorithm,cloning red ball,initialize red ball,ball move,passed,failed,error,skip,totalBlocks,coveredBlocks,coverage,duration
4-Fangen.sb3,1,14,None,pass,fail,fail,1,2,0,0,37,34,0.92,1.147
