projectName,seed,assertions,generationAlgorithm,initialize cat,initialize tree,cat moving,passed,failed,error,skip,totalBlocks,coveredBlocks,coverage,duration
14-Skipiste.sb3,1687694441956,5,None,pass,pass,fail,2,1,0,0,34,29,0.85,0.248
