projectName,seed,assertions,generationAlgorithm,initialize gobo,initialize creature,initialize points,gobo appears,passed,failed,error,skip,totalBlocks,coveredBlocks,coverage,duration
2-Geisterwald.sb3,1687694361379,6,None,pass,pass,pass,fail,3,1,0,0,37,33,0.89,0.349
