projectName,seed,assertions,generationAlgorithm,Unicorn visible,Balloon invisible,Unicorn say Happy new Year,passed,failed,error,skip,totalBlocks,coveredBlocks,coverage,duration
3-HappyNewYear.sb3,1687694366769,5,None,pass,pass,fail,2,1,0,0,29,25,0.86,0.567
