projectName,seed,assertions,generationAlgorithm,initialize schorsch,initialize stella,stella stopping,schorsch drawing,passed,failed,error,skip,totalBlocks,coveredBlocks,coverage,duration
13-Winter.sb3,1687694430560,11,None,pass,pass,fail,fail,2,2,0,0,33,17,0.52,6.626
